OligoID	target
160705_180K_Arrays-38648	chrX:46696685-46697185
160705_180K_Arrays-39102	chrX:46696685-46697185
160705_180K_Arrays-49747	chrX:46696685-46697185
160705_180K_Arrays-49356	chrX:46696685-46697185
160705_180K_Arrays-49355	chrX:46696685-46697185
160705_180K_Arrays-33101	chrX:46696685-46697185
160705_180K_Arrays-45237	chrX:46696685-46697185
160705_180K_Arrays-34485	chrX:46696685-46697185
160705_180K_Arrays-41719	chrX:46696685-46697185
160705_180K_Arrays-45273	chrX:46696685-46697185
160705_180K_Arrays-40603	chrX:46697525-46698025
160705_180K_Arrays-44581	chrX:46697525-46698025
160705_180K_Arrays-36057	chrX:46697525-46698025
160705_180K_Arrays-43990	chrX:46697525-46698025
160705_180K_Arrays-45820	chrX:46697525-46698025
160705_180K_Arrays-39895	chrX:46697525-46698025
160705_180K_Arrays-33470	chrX:46697525-46698025
160705_180K_Arrays-43656	chrX:46697525-46698025
160705_180K_Arrays-35686	chrX:46697525-46698025
160705_180K_Arrays-48417	chrX:46697525-46698025
160705_180K_Arrays-44660	chrX:46697525-46698025
160705_180K_Arrays-34601	chrX:46697525-46698025
160705_180K_Arrays-38976	chrX:46697525-46698025
160705_180K_Arrays-38839	chrX:46697525-46698025
160705_180K_Arrays-40225	chrX:46697525-46698025
160705_180K_Arrays-41198	chrX:46697525-46698025
160705_180K_Arrays-35845	chrX:46697525-46698025
160705_180K_Arrays-46528	chrX:46697525-46698025
160705_180K_Arrays-33761	chrX:46697525-46698025
160705_180K_Arrays-45734	chrX:46697525-46698025
160705_180K_Arrays-47819	chrX:46697525-46698025
160705_180K_Arrays-47818	chrX:46697525-46698025
160705_180K_Arrays-49548	chrX:46771525-46772025
160705_180K_Arrays-47384	chrX:46771525-46772025
160705_180K_Arrays-47383	chrX:46771525-46772025
160705_180K_Arrays-32589	chrX:46771525-46772025
160705_180K_Arrays-33425	chrX:46771525-46772025
160705_180K_Arrays-37289	chrX:46771525-46772025
160705_180K_Arrays-45335	chrX:46771525-46772025
160705_180K_Arrays-44759	chrX:46771525-46772025
160705_180K_Arrays-44550	chrX:46771525-46772025
160705_180K_Arrays-37595	chrX:46771525-46772025
160705_180K_Arrays-40111	chrX:46771525-46772025
160705_180K_Arrays-40444	chrX:46771525-46772025
160705_180K_Arrays-49276	chrX:46771525-46772025
160705_180K_Arrays-46629	chrX:46771525-46772025
160705_180K_Arrays-36678	chrX:46771525-46772025
160705_180K_Arrays-38578	chrX:46771525-46772025
160705_180K_Arrays-48614	chrX:46771525-46772025
160705_180K_Arrays-47931	chrX:46771525-46772025
160705_180K_Arrays-34789	chrX:46771525-46772025
160705_180K_Arrays-38980	chrX:46771525-46772025
160705_180K_Arrays-31856	chrX:46771525-46772025
160705_180K_Arrays-31805	chrX:46771525-46772025
160705_180K_Arrays-48162	chrX:46771525-46772025
160705_180K_Arrays-35411	chrX:46771525-46772025
160705_180K_Arrays-39204	chrX:46771525-46772025
160705_180K_Arrays-39205	chrX:46771525-46772025
160705_180K_Arrays-36429	chrX:46771525-46772025
160705_180K_Arrays-34682	chrX:46771525-46772025
160705_180K_Arrays-36161	chrX:46771525-46772025
160705_180K_Arrays-38714	chrX:46771525-46772025
160705_180K_Arrays-40190	chrX:46771525-46772025
160705_180K_Arrays-37336	chrX:46771525-46772025
160705_180K_Arrays-40683	chrX:46771525-46772025
160705_180K_Arrays-31825	chrX:46771525-46772025
160705_180K_Arrays-48175	chrX:46771525-46772025
160705_180K_Arrays-50570	chrX:46771525-46772025
160705_180K_Arrays-33240	chrX:46771525-46772025
160705_180K_Arrays-32397	chrX:46771525-46772025
160705_180K_Arrays-49438	chrX:46771525-46772025
160705_180K_Arrays-49848	chrX:46771525-46772025
160705_180K_Arrays-46737	chrX:46771525-46772025
160705_180K_Arrays-37304	chrX:46771525-46772025
160705_180K_Arrays-36615	chrX:46771525-46772025
160705_180K_Arrays-33201	chrX:46771525-46772025
160705_180K_Arrays-46128	chrX:46771525-46772025
160705_180K_Arrays-49846	chrX:46771525-46772025
160705_180K_Arrays-36066	chrX:46771525-46772025
160705_180K_Arrays-46226	chrX:46771525-46772025
160705_180K_Arrays-49868	chrX:46771525-46772025
160705_180K_Arrays-33888	chrX:46771525-46772025
160705_180K_Arrays-35732	chrX:46771525-46772025
160705_180K_Arrays-40044	chrX:46771525-46772025
160705_180K_Arrays-38683	chrX:46771525-46772025
160705_180K_Arrays-38655	chrX:46771525-46772025
160705_180K_Arrays-42918	chrX:46771525-46772025
160705_180K_Arrays-49614	chrX:46771525-46772025
160705_180K_Arrays-46557	chrX:46771525-46772025
160705_180K_Arrays-34371	chrX:46771525-46772025
160705_180K_Arrays-41014	chrX:46771525-46772025
160705_180K_Arrays-40681	chrX:46771525-46772025
160705_180K_Arrays-34316	chrX:46771525-46772025
160705_180K_Arrays-45853	chrX:46771525-46772025
160705_180K_Arrays-49837	chrX:46771525-46772025
160705_180K_Arrays-49836	chrX:46771525-46772025
160705_180K_Arrays-35590	chrX:46771525-46772025
160705_180K_Arrays-38091	chrX:46771525-46772025
160705_180K_Arrays-37207	chrX:46771525-46772025
160705_180K_Arrays-50650	chrX:46771525-46772025
160705_180K_Arrays-46250	chrX:46771525-46772025
160705_180K_Arrays-33893	chrX:46771525-46772025
160705_180K_Arrays-36797	chrX:46771525-46772025
160705_180K_Arrays-45684	chrX:46771525-46772025
160705_180K_Arrays-46593	chrX:46771525-46772025
160705_180K_Arrays-46592	chrX:46771525-46772025
160705_180K_Arrays-49679	chrX:46771525-46772025
160705_180K_Arrays-43900	chrX:46771525-46772025
160705_180K_Arrays-39721	chrX:46771525-46772025
160705_180K_Arrays-32430	chrX:46771525-46772025
160705_180K_Arrays-43574	chrX:46771525-46772025
160705_180K_Arrays-41090	chrX:46771525-46772025
160705_180K_Arrays-43370	chrX:46771525-46772025
160705_180K_Arrays-41579	chrX:46771525-46772025
160705_180K_Arrays-47618	chrX:46771525-46772025
160705_180K_Arrays-47103	chrX:46771525-46772025
160705_180K_Arrays-33434	chrX:46771525-46772025
160705_180K_Arrays-36415	chrX:46771525-46772025
160705_180K_Arrays-31961	chrX:46771525-46772025
160705_180K_Arrays-48217	chrX:46771525-46772025
160705_180K_Arrays-33459	chrX:46771525-46772025
160705_180K_Arrays-34471	chrX:46771525-46772025
160705_180K_Arrays-41275	chrX:46771525-46772025
160705_180K_Arrays-43041	chrX:46771525-46772025
160705_180K_Arrays-49912	chrX:46771525-46772025
160705_180K_Arrays-32118	chrX:46771525-46772025
160705_180K_Arrays-39051	chrX:46771525-46772025
160705_180K_Arrays-32409	chrX:46773165-46773765
160705_180K_Arrays-32539	chrX:46773165-46773765
160705_180K_Arrays-44236	chrX:46773165-46773765
160705_180K_Arrays-48969	chrX:46773165-46773765
160705_180K_Arrays-42735	chrX:46773165-46773765
160705_180K_Arrays-38702	chrX:46773165-46773765
160705_180K_Arrays-33880	chrX:46773165-46773765
160705_180K_Arrays-48313	chrX:46773165-46773765
160705_180K_Arrays-49333	chrX:46773165-46773765
160705_180K_Arrays-38239	chrX:46773165-46773765
160705_180K_Arrays-33735	chrX:46773165-46773765
160705_180K_Arrays-33293	chrX:46773165-46773765
160705_180K_Arrays-50646	chrX:46773165-46773765
160705_180K_Arrays-33519	chrX:46773165-46773765
160705_180K_Arrays-37556	chrX:46773165-46773765
160705_180K_Arrays-37191	chrX:46773165-46773765
160705_180K_Arrays-46711	chrX:46773165-46773765
160705_180K_Arrays-38085	chrX:46773165-46773765
160705_180K_Arrays-40703	chrX:46773165-46773765
160705_180K_Arrays-37284	chrX:46773165-46773765
160705_180K_Arrays-40097	chrX:46773165-46773765
160705_180K_Arrays-40363	chrX:46773165-46773765
160705_180K_Arrays-43740	chrX:46773165-46773765
160705_180K_Arrays-48354	chrX:46773165-46773765
160705_180K_Arrays-49051	chrX:46773165-46773765
160705_180K_Arrays-32904	chrX:46773165-46773765
160705_180K_Arrays-35494	chrX:46773165-46773765
160705_180K_Arrays-48842	chrX:46773165-46773765
160705_180K_Arrays-33243	chrX:46773165-46773765
160705_180K_Arrays-33242	chrX:46773165-46773765
160705_180K_Arrays-32515	chrX:46773165-46773765
160705_180K_Arrays-41882	chrX:46773165-46773765
160705_180K_Arrays-33454	chrX:46773165-46773765
160705_180K_Arrays-32285	chrX:46773165-46773765
160705_180K_Arrays-38318	chrX:46773165-46773765
160705_180K_Arrays-50118	chrX:46773165-46773765
160705_180K_Arrays-48017	chrX:46773165-46773765
160705_180K_Arrays-40058	chrX:46773165-46773765
160705_180K_Arrays-38252	chrX:46773165-46773765
160705_180K_Arrays-40100	chrX:46773165-46773765
160705_180K_Arrays-43886	chrX:46773165-46773765
160705_180K_Arrays-50585	chrX:46773165-46773765
160705_180K_Arrays-49531	chrX:46773165-46773765
160705_180K_Arrays-32842	chrX:46773165-46773765
160705_180K_Arrays-41474	chrX:46773165-46773765
160705_180K_Arrays-41004	chrX:46773165-46773765
160705_180K_Arrays-49970	chrX:46773165-46773765
160705_180K_Arrays-45965	chrX:46773165-46773765
160705_180K_Arrays-49800	chrX:46773165-46773765
160705_180K_Arrays-39725	chrX:46773165-46773765
160705_180K_Arrays-32762	chrX:46773165-46773765
160705_180K_Arrays-32761	chrX:46773165-46773765
160705_180K_Arrays-32927	chrX:46773165-46773765
160705_180K_Arrays-34914	chrX:46773165-46773765
160705_180K_Arrays-49730	chrX:46773165-46773765
160705_180K_Arrays-37974	chrX:46773165-46773765
160705_180K_Arrays-33640	chrX:46773165-46773765
160705_180K_Arrays-40031	chrX:46773165-46773765
160705_180K_Arrays-43936	chrX:46773165-46773765
160705_180K_Arrays-49824	chrX:46773165-46773765
160705_180K_Arrays-44005	chrX:46773165-46773765
160705_180K_Arrays-46245	chrX:46773165-46773765
160705_180K_Arrays-44278	chrX:46773165-46773765
160705_180K_Arrays-37788	chrX:46773165-46773765
160705_180K_Arrays-39737	chrX:46773165-46773765
160705_180K_Arrays-33041	chrX:46773165-46773765
160705_180K_Arrays-45640	chrX:46824385-46824885
160705_180K_Arrays-45870	chrX:46824385-46824885
160705_180K_Arrays-32197	chrX:46824385-46824885
160705_180K_Arrays-47856	chrX:46824385-46824885
160705_180K_Arrays-37314	chrX:46824385-46824885
160705_180K_Arrays-50028	chrX:46824385-46824885
160705_180K_Arrays-38345	chrX:46824385-46824885
160705_180K_Arrays-32817	chrX:46824385-46824885
160705_180K_Arrays-46790	chrX:46824385-46824885
160705_180K_Arrays-39101	chrX:46824385-46824885
160705_180K_Arrays-49790	chrX:46824385-46824885
160705_180K_Arrays-37224	chrX:46824385-46824885
160705_180K_Arrays-46761	chrX:46824385-46824885
160705_180K_Arrays-42952	chrX:46824385-46824885
160705_180K_Arrays-32324	chrX:46824385-46824885
160705_180K_Arrays-32944	chrX:46824385-46824885
160705_180K_Arrays-38691	chrX:46824385-46824885
160705_180K_Arrays-32098	chrX:46824385-46824885
160705_180K_Arrays-49949	chrX:46824385-46824885
160705_180K_Arrays-46116	chrX:46824385-46824885
160705_180K_Arrays-33322	chrX:46837945-46838445
160705_180K_Arrays-50402	chrX:46837945-46838445
160705_180K_Arrays-48151	chrX:46837945-46838445
160705_180K_Arrays-36233	chrX:46837945-46838445
160705_180K_Arrays-44664	chrX:46837945-46838445
160705_180K_Arrays-37420	chrX:46837945-46838445
160705_180K_Arrays-49074	chrX:46837945-46838445
160705_180K_Arrays-44656	chrX:46837945-46838445
160705_180K_Arrays-35510	chrX:46837945-46838445
160705_180K_Arrays-34850	chrX:46837945-46838445
160705_180K_Arrays-31962	chrX:46837945-46838445
160705_180K_Arrays-34696	chrX:46837945-46838445
160705_180K_Arrays-38955	chrX:46837945-46838445
160705_180K_Arrays-48120	chrX:46837945-46838445
160705_180K_Arrays-46133	chrX:46837945-46838445
160705_180K_Arrays-35898	chrX:46837945-46838445
160705_180K_Arrays-38099	chrX:46837945-46838445
160705_180K_Arrays-31978	chrX:46837945-46838445
160705_180K_Arrays-38641	chrX:46837945-46838445
160705_180K_Arrays-47807	chrX:46837945-46838445
160705_180K_Arrays-48278	chrX:46837945-46838445
160705_180K_Arrays-49502	chrX:46837945-46838445
160705_180K_Arrays-35427	chrX:46837945-46838445
160705_180K_Arrays-39980	chrX:46837945-46838445
160705_180K_Arrays-35414	chrX:46837945-46838445
160705_180K_Arrays-36194	chrX:46837945-46838445
160705_180K_Arrays-49023	chrX:46837945-46838445
160705_180K_Arrays-45643	chrX:46837945-46838445
160705_180K_Arrays-48317	chrX:46837945-46838445
160705_180K_Arrays-38428	chrX:46837945-46838445
160705_180K_Arrays-48160	chrX:46837945-46838445
160705_180K_Arrays-36773	chrX:46837945-46838445
160705_180K_Arrays-46743	chrX:46837945-46838445
160705_180K_Arrays-46742	chrX:46837945-46838445
160705_180K_Arrays-38373	chrX:46837945-46838445
160705_180K_Arrays-32462	chrX:46837945-46838445
160705_180K_Arrays-33817	chrX:46837945-46838445
160705_180K_Arrays-40083	chrX:46837945-46838445
160705_180K_Arrays-38344	chrX:46837945-46838445
160705_180K_Arrays-50804	chrX:46837945-46838445
160705_180K_Arrays-38734	chrX:46837945-46838445
160705_180K_Arrays-44414	chrX:46837945-46838445
160705_180K_Arrays-36271	chrX:46837945-46838445
160705_180K_Arrays-38186	chrX:46837945-46838445
160705_180K_Arrays-49275	chrX:46837945-46838445
160705_180K_Arrays-49130	chrX:46837945-46838445
160705_180K_Arrays-46004	chrX:46837945-46838445
160705_180K_Arrays-49127	chrX:46870105-46870645
160705_180K_Arrays-44859	chrX:46870105-46870645
160705_180K_Arrays-32578	chrX:46870105-46870645
160705_180K_Arrays-36627	chrX:46870105-46870645
160705_180K_Arrays-43772	chrX:46870105-46870645
160705_180K_Arrays-37461	chrX:46870105-46870645
160705_180K_Arrays-35738	chrX:46870105-46870645
160705_180K_Arrays-42795	chrX:46870105-46870645
160705_180K_Arrays-47815	chrX:46870105-46870645
160705_180K_Arrays-50243	chrX:46870105-46870645
160705_180K_Arrays-50654	chrX:46870105-46870645
160705_180K_Arrays-37350	chrX:46870105-46870645
160705_180K_Arrays-37991	chrX:46870105-46870645
160705_180K_Arrays-33542	chrX:46870105-46870645
160705_180K_Arrays-43980	chrX:46870105-46870645
160705_180K_Arrays-50242	chrX:46870105-46870645
160705_180K_Arrays-46037	chrX:46870105-46870645
160705_180K_Arrays-31844	chrX:46870105-46870645
160705_180K_Arrays-43496	chrX:46870105-46870645
160705_180K_Arrays-32326	chrX:46870105-46870645
160705_180K_Arrays-32347	chrX:46870105-46870645
160705_180K_Arrays-46731	chrX:46870105-46870645
160705_180K_Arrays-40779	chrX:46870105-46870645
160705_180K_Arrays-40768	chrX:46870105-46870645
160705_180K_Arrays-40384	chrX:46870105-46870645
160705_180K_Arrays-40653	chrX:46889645-46890165
160705_180K_Arrays-34308	chrX:46889645-46890165
160705_180K_Arrays-32585	chrX:46889645-46890165
160705_180K_Arrays-46050	chrX:46889645-46890165
160705_180K_Arrays-48109	chrX:46889645-46890165
160705_180K_Arrays-43409	chrX:46889645-46890165
160705_180K_Arrays-47966	chrX:46889645-46890165
160705_180K_Arrays-48834	chrX:46889645-46890165
160705_180K_Arrays-50738	chrX:46889645-46890165
160705_180K_Arrays-37149	chrX:46889645-46890165
160705_180K_Arrays-40238	chrX:46889645-46890165
160705_180K_Arrays-41467	chrX:46889645-46890165
160705_180K_Arrays-48782	chrX:46889645-46890165
160705_180K_Arrays-39465	chrX:46889645-46890165
160705_180K_Arrays-45285	chrX:46889645-46890165
160705_180K_Arrays-35934	chrX:46889645-46890165
160705_180K_Arrays-34998	chrX:46889645-46890165
160705_180K_Arrays-34999	chrX:46889645-46890165
160705_180K_Arrays-49612	chrX:46889645-46890165
160705_180K_Arrays-46538	chrX:46889645-46890165
160705_180K_Arrays-50598	chrX:46889645-46890165
160705_180K_Arrays-46219	chrX:46889645-46890165
160705_180K_Arrays-49168	chrX:46907325-46907845
160705_180K_Arrays-35630	chrX:46907325-46907845
160705_180K_Arrays-40903	chrX:46907325-46907845
160705_180K_Arrays-33284	chrX:46907325-46907845
160705_180K_Arrays-45603	chrX:46907325-46907845
160705_180K_Arrays-47067	chrX:46907325-46907845
160705_180K_Arrays-37397	chrX:46907325-46907845
160705_180K_Arrays-37396	chrX:46907325-46907845
160705_180K_Arrays-36142	chrX:46907325-46907845
160705_180K_Arrays-44545	chrX:46907325-46907845
160705_180K_Arrays-41205	chrX:46907325-46907845
160705_180K_Arrays-43972	chrX:46907325-46907845
160705_180K_Arrays-41759	chrX:46907325-46907845
