chr20	4172153	4172791	chr20	4172500	4172740
chr20	5610366	5611239	chr20	5610380	5610620
chr20	5610366	5611239	chr20	5610920	5611200
chr20	6005736	6006471	chr20	6005880	6006140
chr20	4822643	4824017	chr20	4822460	4823040
chr20	4822643	4824017	chr20	4823561	4823780
chr20	4686246	4687437	chr20	4686180	4686540
chr20	4686246	4687437	chr20	4686623	4686765
chr20	4686246	4687437	chr20	4687080	4687300
chr20	4148481	4149850	chr20	4148640	4148880
chr3	37998914	37999449	chr3	37998880	37999280
chr3	37175800	37176855	chr3	37175860	37176160
chr3	37175800	37176855	chr3	37176260	37176500
chr3	37175800	37176855	chr3	37176560	37176800
chr3	37860400	37861401	chr3	37860420	37860640
chr3	37860400	37861401	chr3	37861200	37861400
chr3	37242911	37243712	chr3	37243100	37243320
chr3	37242911	37243712	chr3	37243540	37243760
chr3	38024347	38025405	chr3	38024560	38025254
chr7	5412964	5413361	chr7	5413260	5413420
chr7	5486761	5488068	chr7	5486920	5487180
chr7	5486761	5488068	chr7	5487900	5488094
chr7	5607061	5607714	chr7	5607560	5607780
chr7	5513400	5514161	chr7	5513720	5513940
chr7	6525977	6526746	chr7	6526640	6526840
chr7	5426774	5428241	chr7	5426860	5427080
chr7	5426774	5428241	chr7	5427420	5427680
chr7	5426774	5428241	chr7	5427820	5428120
chr7	6058597	6059412	chr7	6059120	6059380
chr7	6348332	6349203	chr7	6348880	6349180
chr7	6663773	6664698	chr7	6663740	6664060
chr7	6663773	6664698	chr7	6664360	6664680
chr7	5529672	5532270	chr7	5529720	5530160
chr7	5529672	5532270	chr7	5530580	5530800
chr7	5529672	5532270	chr7	5531520	5531780
chr7	5529672	5532270	chr7	5531900	5532160
chr7	5592622	5594535	chr7	5592720	5592940
chr7	5592622	5594535	chr7	5594240	5594540
chr7	6503380	6504688	chr7	6503640	6503820
chr7	6503380	6504688	chr7	6503980	6504340
chr7	6503380	6504688	chr7	6504460	6504606
chr7	6081033	6081797	chr7	6081420	6081720
chr7	5555056	5556791	chr7	5555120	5555360
chr7	5555056	5556791	chr7	5555440	5555680
chr7	5555056	5556791	chr7	5555820	5556200
chr7	5555056	5556791	chr7	5556600	5556820
chr7	6374225	6375026	chr7	6374300	6374500
chr7	5569296	5570610	chr7	5569400	5569800
chr7	5569296	5570610	chr7	5570160	5570360
chr7	5569296	5570610	chr7	5570500	5570660
chr7	6483307	6484464	chr7	6483220	6483320
chr7	6483307	6484464	chr7	6483407	6483485
chr7	6483307	6484464	chr7	6484140	6484460
chr7	6104367	6105482	chr7	6104600	6104860
chr7	5562057	5563839	chr7	5562020	5562200
chr7	5562057	5563839	chr7	5562680	5562900
chr7	5562057	5563839	chr7	5563600	5563840
chrX	135098651	135099180	chrX	135098800	135099120
chrX	135031924	135033120	chrX	135032140	135032380
chrX	134373043	134373594	chrX	134373080	134373360
chrX	134796192	134797382	chrX	134796180	134796480
chrX	134796192	134797382	chrX	134796580	134796820
chrX	134796192	134797382	chrX	134797020	134797440
chrX	134914362	134915747	chrX	134914400	134914600
chrX	134914362	134915747	chrX	134915160	134915520
chrX	134549336	134550882	chrX	134549236	134549460
chrX	134549336	134550882	chrX	134549560	134549880
chrX	134549336	134550882	chrX	134550840	134550918
chrX	135342909	135344870	chrX	135342880	135343040
chrX	135342909	135344870	chrX	135343761	135343857
chrX	135342909	135344870	chrX	135344040	135344260
chrX	135342909	135344870	chrX	135344600	135344820
chr7	6602328	6602521	chr7	6602320	6602540
chr2	47755484	47756108	chr2	47755460	47755660
chr7	5418758	5419220	chr7	5418720	5418960
chr7	5418758	5419220	chr7	5419040	5419354
